"stream","reach","quadrat","shrub","fruit_number","fruit_quality","fruit_count","weight","brix_value","total_seed_count","relative_soil_moisture","relative_moisture_scaled","stem_density","stem_density_scaled","canopy_cover","canopy_cover_scaled","distance_upstream","distance_upstream_scaled","distance_from_stream","distance_from_stream_scaled","salmon_density","salmon_density_scaled","chum_density","chum_density_scaled","pink_density","pink_density_scaled","northness","northness_scaled","eastness","eastness_scaled"
"bullock_main",2,"C","2-C",2,"R",29,1.37,4.4,28,14.3,-0.0767481173301104,7,0.859679920370292,36,-5.68385012131658,86,-0.48979689737544,0.5,-0.648013721372398,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,-0.139173100960065,-0.262619789110344,0.99026806874157,1.38201477303434
"bullock_main",2,"C","2-C",3,"R",29,1.702,5.6,28,14.3,-0.0767481173301104,7,0.859679920370292,36,-5.68385012131658,86,-0.48979689737544,0.5,-0.648013721372398,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,-0.139173100960065,-0.262619789110344,0.99026806874157,1.38201477303434
"bullock_main",2,"D","2-D",1,"R",47,1.725,6.6,27,12.4,-0.201041148201352,11,2.38015858550282,84,-0.166123536847798,102,-0.352741233069078,1.1,-0.345394505677308,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,0.515038074910054,0.718465298629809,-0.857167300702112,-1.09861960845784
"bullock_main",2,"D","2-D",4,"R",47,1.549,7.2,41,12.4,-0.201041148201352,11,2.38015858550282,84,-0.166123536847798,102,-0.352741233069078,1.1,-0.345394505677308,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,0.515038074910054,0.718465298629809,-0.857167300702112,-1.09861960845784
"bullock_main",2,"D","2-D",5,"R",47,1.831,8.6,35,12.4,-0.201041148201352,11,2.38015858550282,84,-0.166123536847798,102,-0.352741233069078,1.1,-0.345394505677308,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,0.515038074910054,0.718465298629809,-0.857167300702112,-1.09861960845784
"bullock_main",2,"D","2-D",2,"R",47,2.294,5.7,43,12.4,-0.201041148201352,11,2.38015858550282,84,-0.166123536847798,102,-0.352741233069078,1.1,-0.345394505677308,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,0.515038074910054,0.718465298629809,-0.857167300702112,-1.09861960845784
"bullock_main",2,"D","2-D",3,"R",47,1.044,6.8,34,12.4,-0.201041148201352,11,2.38015858550282,84,-0.166123536847798,102,-0.352741233069078,1.1,-0.345394505677308,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,0.515038074910054,0.718465298629809,-0.857167300702112,-1.09861960845784
"bullock_main",3,"A","3-A",3,"R",22,1.022,5.3,22,11.4,-0.266458532870426,12,2.76027825178596,87,0.178734374681501,128,-0.130025778571239,0.8,-0.496704113524853,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,-0.529919264233205,-0.848600658925175,0.848048096156426,1.19104963316273
"bullock_main",3,"A","3-A",4,"R",22,1.168,4.3,36,11.4,-0.266458532870426,12,2.76027825178596,87,0.178734374681501,128,-0.130025778571239,0.8,-0.496704113524853,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,-0.529919264233205,-0.848600658925175,0.848048096156426,1.19104963316273
"bullock_main",3,"A","3-A",1,"R",22,1.249,4,40,11.4,-0.266458532870426,12,2.76027825178596,87,0.178734374681501,128,-0.130025778571239,0.8,-0.496704113524853,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,-0.529919264233205,-0.848600658925175,0.848048096156426,1.19104963316273
"bullock_main",3,"A","3-A",2,"R",22,1.405,3.6,29,11.4,-0.266458532870426,12,2.76027825178596,87,0.178734374681501,128,-0.130025778571239,0.8,-0.496704113524853,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,-0.529919264233205,-0.848600658925175,0.848048096156426,1.19104963316273
"bullock_main",3,"A","3-A",5,"R",22,1.786,5.4,44,11.4,-0.266458532870426,12,2.76027825178596,87,0.178734374681501,128,-0.130025778571239,0.8,-0.496704113524853,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,-0.529919264233205,-0.848600658925175,0.848048096156426,1.19104963316273
"bullock_main",3,"B","3-B",3,"R",44,2.083,9.6,30,24.8,0.610134421695172,5,0.0994405878040263,90,0.5235922862108,138,-0.0443659883797625,1.5,-0.143648361880581,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,0.951056516295154,1.37233855332265,-0.309016994374948,-0.362593591747927
"bullock_main",3,"B","3-B",4,"R",44,2.602,9.1,72,24.8,0.610134421695172,5,0.0994405878040263,90,0.5235922862108,138,-0.0443659883797625,1.5,-0.143648361880581,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,0.951056516295154,1.37233855332265,-0.309016994374948,-0.362593591747927
"bullock_main",3,"B","3-B",5,"R",44,2.25,8.2,49,24.8,0.610134421695172,5,0.0994405878040263,90,0.5235922862108,138,-0.0443659883797625,1.5,-0.143648361880581,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,0.951056516295154,1.37233855332265,-0.309016994374948,-0.362593591747927
"bullock_main",3,"B","3-B",2,"R",44,1.501,6.7,36,24.8,0.610134421695172,5,0.0994405878040263,90,0.5235922862108,138,-0.0443659883797625,1.5,-0.143648361880581,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,0.951056516295154,1.37233855332265,-0.309016994374948,-0.362593591747927
"bullock_main",3,"B","3-B",1,"R",44,2.046,9.3,45,24.8,0.610134421695172,5,0.0994405878040263,90,0.5235922862108,138,-0.0443659883797625,1.5,-0.143648361880581,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,0.951056516295154,1.37233855332265,-0.309016994374948,-0.362593591747927
"bullock_main",3,"C","3-C",3,"R",32,1.346,5.7,37,47.3,2.08202557674935,11,2.38015858550282,73,-1.43060254578856,143,-0.00153609328402433,6.2,2.22686882773096,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,-0.788010753606722,-1.23564649494323,0.615661475325658,0.879013688108162
"bullock_main",3,"C","3-C",4,"R",32,1.822,6.4,43,47.3,2.08202557674935,11,2.38015858550282,73,-1.43060254578856,143,-0.00153609328402433,6.2,2.22686882773096,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,-0.788010753606722,-1.23564649494323,0.615661475325658,0.879013688108162
"bullock_main",3,"C","3-C",1,"R",32,1.793,4.3,29,47.3,2.08202557674935,11,2.38015858550282,73,-1.43060254578856,143,-0.00153609328402433,6.2,2.22686882773096,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,-0.788010753606722,-1.23564649494323,0.615661475325658,0.879013688108162
"bullock_main",3,"C","3-C",2,"R",32,2.14,5,32,47.3,2.08202557674935,11,2.38015858550282,73,-1.43060254578856,143,-0.00153609328402433,6.2,2.22686882773096,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,-0.788010753606722,-1.23564649494323,0.615661475325658,0.879013688108162
"bullock_main",3,"D","3-D",1,"R",18,2.226,7.8,46,26.2,0.701718760231876,4,-0.280679078479107,89,0.408639649034367,169,0.221179361213814,3.7,0.965955429001417,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,0.882947592858927,1.27019928760857,-0.469471562785891,-0.578043141784166
"bullock_main",3,"D","3-D",2,"R",18,1.409,6.4,33,26.2,0.701718760231876,4,-0.280679078479107,89,0.408639649034367,169,0.221179361213814,3.7,0.965955429001417,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,0.882947592858927,1.27019928760857,-0.469471562785891,-0.578043141784166
"bullock_main",4,"A","4-A",1,"R",18,1.739,4.5,36,12.6,-0.187957671267537,1,-1.42103807732851,85,-0.0511708996713652,204,0.520988626883982,3.2,0.713772749255509,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,-0.848048096156426,-1.32568124771969,0.529919264233205,0.763883773254822
"bullock_main",4,"A","4-A",2,"R",18,1.169,6,30,12.6,-0.187957671267537,1,-1.42103807732851,85,-0.0511708996713652,204,0.520988626883982,3.2,0.713772749255509,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,-0.848048096156426,-1.32568124771969,0.529919264233205,0.763883773254822
"bullock_main",4,"A","4-A",3,"R",18,1.435,6.4,40,12.6,-0.187957671267537,1,-1.42103807732851,85,-0.0511708996713652,204,0.520988626883982,3.2,0.713772749255509,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,-0.848048096156426,-1.32568124771969,0.529919264233205,0.763883773254822
"bullock_main",4,"B","4-B",1,"R",4,1.192,4.2,41,14,-0.0963733327308328,1,-1.42103807732851,91,0.638544923387233,204,0.520988626883982,4.2,1.21813810874733,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,0.913545457642601,1.31608524915,-0.4067366430758,-0.493806149612762
"bullock_main",4,"C","4-C",2,"R",96,2.623,3.2,65,3,-0.815964564090652,6,0.479560254087159,94,0.983402834916532,209,0.56381852197972,0.9,-0.446267577575671,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,-0.92050485345244,-1.4343407245233,0.390731128489274,0.576989616775525
"bullock_main",4,"C","4-C",3,"R",96,1.926,5.3,48,3,-0.815964564090652,6,0.479560254087159,94,0.983402834916532,209,0.56381852197972,0.9,-0.446267577575671,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,-0.92050485345244,-1.4343407245233,0.390731128489274,0.576989616775525
"bullock_main",4,"C","4-C",1,"R",96,1.369,3,34,3,-0.815964564090652,6,0.479560254087159,94,0.983402834916532,209,0.56381852197972,0.9,-0.446267577575671,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,-0.92050485345244,-1.4343407245233,0.390731128489274,0.576989616775525
"bullock_main",4,"C","4-C",4,"R",96,1.947,7.8,29,3,-0.815964564090652,6,0.479560254087159,94,0.983402834916532,209,0.56381852197972,0.9,-0.446267577575671,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,-0.92050485345244,-1.4343407245233,0.390731128489274,0.576989616775525
"bullock_main",4,"C","4-C",5,"R",96,1.241,3.1,31,3,-0.815964564090652,6,0.479560254087159,94,0.983402834916532,209,0.56381852197972,0.9,-0.446267577575671,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,-0.92050485345244,-1.4343407245233,0.390731128489274,0.576989616775525
"bullock_main",4,"D","4-D",1,"R",4,1.445,6.3,34,4.3,-0.730921964020855,5,0.0994405878040263,91,0.638544923387233,218,0.640912333152049,3.3,0.76420928520469,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,0.994521895368273,1.43752122952028,-0.104528463267653,-0.0880176638017495
"bullock_main",4,"D","4-D",2,"R",4,1.551,5.3,27,4.3,-0.730921964020855,5,0.0994405878040263,91,0.638544923387233,218,0.640912333152049,3.3,0.76420928520469,13.37376543,0.341319032117648,10.97820988,0.423784759956956,2.395555556,0.0407083162768145,0.994521895368273,1.43752122952028,-0.104528463267653,-0.0880176638017495
"clatse",1,"A","1-A",1,"R",39,1.72,5.1,34,15.6,0.00829448273968636,9,1.61991925293656,91,0.638544923387233,8,-1.15794326086896,0.9,-0.446267577575671,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.866025403784439,1.24482199665841,0.5,0.723709834424049
"clatse",1,"A","1-A",2,"R",39,1.297,6.7,29,15.6,0.00829448273968636,9,1.61991925293656,91,0.638544923387233,8,-1.15794326086896,0.9,-0.446267577575671,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.866025403784439,1.24482199665841,0.5,0.723709834424049
"clatse",1,"B","1-B",1,"R",24,1.553,7.8,42,19.3,0.250338806015262,7,0.859679920370292,91,0.638544923387233,63,-0.686814414815835,0.8,-0.496704113524853,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,-0.766044443118978,-1.20270480814992,-0.642787609686539,-0.810762376198047
"clatse",1,"C","1-C",1,"R",19,0.853,6,19,15.2,-0.0178724711279434,3,-0.660798744762239,88,0.293687011857934,71,-0.618286582662654,0.8,-0.496704113524853,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.809016994374947,1.15932957095497,0.587785252292473,0.841583032386178
"clatse",1,"C","1-C",3,"R",19,0.888,4.7,27,15.2,-0.0178724711279434,3,-0.660798744762239,88,0.293687011857934,71,-0.618286582662654,0.8,-0.496704113524853,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.809016994374947,1.15932957095497,0.587785252292473,0.841583032386178
"clatse",1,"C","1-C",2,"R",19,1.289,6.2,46,15.2,-0.0178724711279434,3,-0.660798744762239,88,0.293687011857934,71,-0.618286582662654,0.8,-0.496704113524853,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.809016994374947,1.15932957095497,0.587785252292473,0.841583032386178
"clatse",1,"D","1-D",2,"R",55,1.146,6.3,32,12.3,-0.207582886668259,5,0.0994405878040263,93,0.868450197740099,120,-0.19855361072442,0.5,-0.648013721372398,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,-0.438371146789078,-0.711310902730382,-0.898794046299167,-1.1545137079352
"clatse",1,"D","1-D",3,"R",55,1.395,4.7,33,12.3,-0.207582886668259,5,0.0994405878040263,93,0.868450197740099,120,-0.19855361072442,0.5,-0.648013721372398,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,-0.438371146789078,-0.711310902730382,-0.898794046299167,-1.1545137079352
"clatse",1,"D","1-D",1,"R",55,1.598,5,33,12.3,-0.207582886668259,5,0.0994405878040263,93,0.868450197740099,120,-0.19855361072442,0.5,-0.648013721372398,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,-0.438371146789078,-0.711310902730382,-0.898794046299167,-1.1545137079352
"clatse",2,"A","2-A",1,"R",12,0.762,5.1,23,9.8,-0.371126348340945,3,-0.660798744762239,93,0.868450197740099,144,0.00702988573512331,1,-0.39583104162649,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.642787609686539,0.910044360800759,0.766044443118978,1.08093964799236
"clatse",2,"B","2-B",2,"R",88,2.427,5.6,42,12.1,-0.220666363602074,9,1.61991925293656,93,0.868450197740099,154,0.0926896759265997,0.5,-0.648013721372398,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,-0.766044443118978,-1.20270480814992,-0.642787609686539,-0.810762376198047
"clatse",2,"B","2-B",3,"R",88,2.724,5.5,45,12.1,-0.220666363602074,9,1.61991925293656,93,0.868450197740099,154,0.0926896759265997,0.5,-0.648013721372398,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,-0.766044443118978,-1.20270480814992,-0.642787609686539,-0.810762376198047
"clatse",2,"B","2-B",1,"R",88,2.044,5.8,38,12.1,-0.220666363602074,9,1.61991925293656,93,0.868450197740099,154,0.0926896759265997,0.5,-0.648013721372398,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,-0.766044443118978,-1.20270480814992,-0.642787609686539,-0.810762376198047
"clatse",2,"B","2-B",4,"R",88,1.952,3.4,46,12.1,-0.220666363602074,9,1.61991925293656,93,0.868450197740099,154,0.0926896759265997,0.5,-0.648013721372398,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,-0.766044443118978,-1.20270480814992,-0.642787609686539,-0.810762376198047
"clatse",2,"B","2-B",5,"R",88,1.7,7.6,58,12.1,-0.220666363602074,9,1.61991925293656,93,0.868450197740099,154,0.0926896759265997,0.5,-0.648013721372398,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,-0.766044443118978,-1.20270480814992,-0.642787609686539,-0.810762376198047
"clatse",2,"C","2-C",1,"R",15,1.246,6,34,31.7,1.06151437591179,7,0.859679920370292,93,0.868450197740099,234,0.777967997458411,0.5,-0.648013721372398,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.933580426497202,1.34613060744038,0.3583679495453,0.533534123982302
"clatse",2,"C","2-C",2,"R",15,1.1,5.1,48,31.7,1.06151437591179,7,0.859679920370292,93,0.868450197740099,234,0.777967997458411,0.5,-0.648013721372398,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.933580426497202,1.34613060744038,0.3583679495453,0.533534123982302
"clatse",2,"D","2-D",1,"R",7,0.705,3.3,36,10,-0.358042871407131,2,-1.04091841104537,89,0.408639649034367,264,1.03494736803284,0.5,-0.648013721372398,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,-0.898794046299167,-1.4017822022502,-0.438371146789077,-0.536283217471557
"clatse",3,"A","3-A",3,"R",46,0.995,7.9,17,30,0.950304821974359,2,-1.04091841104537,90,0.5235922862108,287,1.23196488547324,0.5,-0.648013721372398,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.913545457642601,1.31608524915,-0.4067366430758,-0.493806149612762
"clatse",3,"A","3-A",4,"R",46,1.134,6.6,41,30,0.950304821974359,2,-1.04091841104537,90,0.5235922862108,287,1.23196488547324,0.5,-0.648013721372398,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.913545457642601,1.31608524915,-0.4067366430758,-0.493806149612762
"clatse",3,"A","3-A",2,"R",46,0.673,6.4,33,30,0.950304821974359,2,-1.04091841104537,90,0.5235922862108,287,1.23196488547324,0.5,-0.648013721372398,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.913545457642601,1.31608524915,-0.4067366430758,-0.493806149612762
"clatse",3,"A","3-A",1,"R",46,1.224,9.2,37,30,0.950304821974359,2,-1.04091841104537,90,0.5235922862108,287,1.23196488547324,0.5,-0.648013721372398,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.913545457642601,1.31608524915,-0.4067366430758,-0.493806149612762
"clatse",3,"B","3-B",1,"R",89,0.33,3.9,7,32,1.08113959131251,5,0.0994405878040263,90,0.5235922862108,316,1.48037827702852,6.2,2.22686882773096,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,-0.719339800338651,-1.13266438351323,-0.694658370458997,-0.88041157459196
"clatse",3,"B","3-B",4,"R",89,1.637,7.4,34,32,1.08113959131251,5,0.0994405878040263,90,0.5235922862108,316,1.48037827702852,6.2,2.22686882773096,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,-0.719339800338651,-1.13266438351323,-0.694658370458997,-0.88041157459196
"clatse",3,"B","3-B",2,"R",89,1.307,6.7,32,32,1.08113959131251,5,0.0994405878040263,90,0.5235922862108,316,1.48037827702852,6.2,2.22686882773096,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,-0.719339800338651,-1.13266438351323,-0.694658370458997,-0.88041157459196
"clatse",3,"B","3-B",3,"R",89,1.032,5.6,38,32,1.08113959131251,5,0.0994405878040263,90,0.5235922862108,316,1.48037827702852,6.2,2.22686882773096,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,-0.719339800338651,-1.13266438351323,-0.694658370458997,-0.88041157459196
"clatse",3,"C","3-C",1,"R",22,0.909,4.4,42,18.6,0.20454663674691,2,-1.04091841104537,94,0.983402834916532,367,1.91724320700505,0.8,-0.496704113524853,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.374606593415912,0.507867807445231,0.927183854566787,1.29730876750923
"clatse",3,"C","3-C",2,"R",22,0.895,3.9,47,18.6,0.20454663674691,2,-1.04091841104537,94,0.983402834916532,367,1.91724320700505,0.8,-0.496704113524853,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.374606593415912,0.507867807445231,0.927183854566787,1.29730876750923
"clatse",3,"D","3-D",1,"R",15,0.854,5.3,25,9.5,-0.390751563741668,12,2.76027825178596,85,-0.0511708996713652,420,2.37124009501987,1.2,-0.294957969728126,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,-0.469471562785891,-0.757950513122862,-0.882947592858927,-1.13323596372896
"clatse",4,"A","4-A",1,"R",18,0.329,5.8,27,20.9,0.355006621485781,4,-0.280679078479107,67,-2.12031836884716,441,2.55112565442197,0.5,-0.648013721372398,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.999847695156391,1.44550804317485,0.0174524064372835,0.0757715243231391
"clatse",4,"B","4-B",1,"R",4,1.708,7.1,35,-0.6,-1.05146714889932,7,0.859679920370292,86,0.0637817375050678,504,3.09078233262827,1.3,-0.244521433778944,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.913545457642601,1.31608524915,-0.4067366430758,-0.493806149612762
"clatse",4,"B","4-B",4,"R",4,1.266,NA,47,-0.6,-1.05146714889932,7,0.859679920370292,86,0.0637817375050678,504,3.09078233262827,1.3,-0.244521433778944,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.913545457642601,1.31608524915,-0.4067366430758,-0.493806149612762
"clatse",4,"B","4-B",2,"R",4,1.474,5.6,39,-0.6,-1.05146714889932,7,0.859679920370292,86,0.0637817375050678,504,3.09078233262827,1.3,-0.244521433778944,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.913545457642601,1.31608524915,-0.4067366430758,-0.493806149612762
"clatse",4,"B","4-B",3,"R",4,0.862,5.4,33,-0.6,-1.05146714889932,7,0.859679920370292,86,0.0637817375050678,504,3.09078233262827,1.3,-0.244521433778944,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.913545457642601,1.31608524915,-0.4067366430758,-0.493806149612762
"clatse",4,"C","4-C",1,"R",180,0.977,4.7,35,7.3,-0.534669810013632,4,-0.280679078479107,85,-0.0511708996713652,522,3.24496995497293,1.5,-0.143648361880581,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.707106781186548,1.00650034067688,0.707106781186547,1.00180140425593
"clatse",4,"C","4-C",2,"R",180,0.716,8.7,46,7.3,-0.534669810013632,4,-0.280679078479107,85,-0.0511708996713652,522,3.24496995497293,1.5,-0.143648361880581,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.707106781186548,1.00650034067688,0.707106781186547,1.00180140425593
"clatse",4,"C","4-C",5,"R",180,1.25,6.6,41,7.3,-0.534669810013632,4,-0.280679078479107,85,-0.0511708996713652,522,3.24496995497293,1.5,-0.143648361880581,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.707106781186548,1.00650034067688,0.707106781186547,1.00180140425593
"clatse",4,"C","4-C",3,"R",180,0.847,4.4,38,7.3,-0.534669810013632,4,-0.280679078479107,85,-0.0511708996713652,522,3.24496995497293,1.5,-0.143648361880581,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.707106781186548,1.00650034067688,0.707106781186547,1.00180140425593
"clatse",4,"C","4-C",4,"R",180,1.239,6.5,50,7.3,-0.534669810013632,4,-0.280679078479107,85,-0.0511708996713652,522,3.24496995497293,1.5,-0.143648361880581,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,0.707106781186548,1.00650034067688,0.707106781186547,1.00180140425593
"clatse",4,"D","4-D",1,"R",10,0.685,4.7,27,10.2,-0.344959394473316,5,0.0994405878040263,94,0.983402834916532,532,3.33062974516441,2.8,0.512026605458782,31.17235529,2.4119870229349,22.39301397,2.13176033110184,8.779341317,2.59899333434884,-0.777145961456971,-1.21935315427178,-0.629320391049838,-0.792679337340058
"fancy_right",1,"A","1-A",1,"R",12,1.776,8.1,56,29.2,0.897970914239099,3,-0.660798744762239,88,0.293687011857934,9,-1.14937728184981,0.5,-0.648013721372398,3.100974359,-0.853805964547286,2.972820513,-0.774046527249918,0.128153846,-0.867946836294477,0.642787609686539,0.910044360800759,0.766044443118978,1.08093964799236
"fancy_right",1,"A","1-A",2,"R",12,2.213,11.5,54,29.2,0.897970914239099,3,-0.660798744762239,88,0.293687011857934,9,-1.14937728184981,0.5,-0.648013721372398,3.100974359,-0.853805964547286,2.972820513,-0.774046527249918,0.128153846,-0.867946836294477,0.642787609686539,0.910044360800759,0.766044443118978,1.08093964799236
"fancy_right",1,"A","1-A",3,"R",12,1.336,8.6,64,29.2,0.897970914239099,3,-0.660798744762239,88,0.293687011857934,9,-1.14937728184981,0.5,-0.648013721372398,3.100974359,-0.853805964547286,2.972820513,-0.774046527249918,0.128153846,-0.867946836294477,0.642787609686539,0.910044360800759,0.766044443118978,1.08093964799236
"fancy_right",1,"B","1-B",1,"R",8,1.719,8.3,36,31.2,1.02880568357725,5,0.0994405878040263,77,-0.970791997082829,24,-1.02088759656259,0.5,-0.648013721372398,3.100974359,-0.853805964547286,2.972820513,-0.774046527249918,0.128153846,-0.867946836294477,0.913545457642601,1.31608524915,-0.4067366430758,-0.493806149612762
"fancy_right",1,"B","1-B",2,"R",8,0.779,5,34,31.2,1.02880568357725,5,0.0994405878040263,77,-0.970791997082829,24,-1.02088759656259,0.5,-0.648013721372398,3.100974359,-0.853805964547286,2.972820513,-0.774046527249918,0.128153846,-0.867946836294477,0.913545457642601,1.31608524915,-0.4067366430758,-0.493806149612762
"fancy_right",1,"B","1-B",3,"R",8,1.023,7.2,26,31.2,1.02880568357725,5,0.0994405878040263,77,-0.970791997082829,24,-1.02088759656259,0.5,-0.648013721372398,3.100974359,-0.853805964547286,2.972820513,-0.774046527249918,0.128153846,-0.867946836294477,0.913545457642601,1.31608524915,-0.4067366430758,-0.493806149612762
"fancy_right",1,"D","1-D",1,"R",11,1.746,5.6,63,6.2,-0.606628933149614,1,-1.42103807732851,87,0.178734374681501,39,-0.892397911275379,0.5,-0.648013721372398,3.100974359,-0.853805964547286,2.972820513,-0.774046527249918,0.128153846,-0.867946836294477,-0.374606593415912,-0.61568665363739,-0.927183854566787,-1.19263397760062
"fancy_right",1,"D","1-D",2,"M",11,1.106,3.8,55,6.2,-0.606628933149614,1,-1.42103807732851,87,0.178734374681501,39,-0.892397911275379,0.5,-0.648013721372398,3.100974359,-0.853805964547286,2.972820513,-0.774046527249918,0.128153846,-0.867946836294477,-0.374606593415912,-0.61568665363739,-0.927183854566787,-1.19263397760062
"fancy_right",2,"A","2-A",1,"R",23,1.025,7.4,54,11,-0.292625486738056,7,0.859679920370292,76,-1.08574463425926,53,-0.772474205007312,0.5,-0.648013721372398,3.100974359,-0.853805964547286,2.972820513,-0.774046527249918,0.128153846,-0.867946836294477,0.5,0.695913511704203,0.866025403784439,1.21518857091736
